url,name,desc,rating,,,
https://github.com/LimeChain/gosemble,gosemble,gosemble - A Go-based framework for building Polkadot/Substrate-compatible runtimes.,7,,,
https://github.com/ChainSafe/gossamer,gossamer,gossamer - A Go implementation of the Polkadot Host.,426,,,
https://github.com/ipfs/kubo,kubo,kubo - A blockchain framework implemented in Go. It provides content-addressable storage which can be used for decentralized storage in DApps. It is based on the IPFS protocol.,15.9k,,,
https://github.com/gagliardetto/solana-go,solana-go,solana-go - Go library to interface with Solana JSON RPC and WebSocket interfaces.,720,,,
https://github.com/tendermint/tendermint,tendermint,tendermint - High-performance middleware for transforming a state machine written in any programming language into a Byzantine Fault Tolerant replicated state machine using the Tendermint consensus and blockchain protocols.,5.7k,,,
https://github.com/go-telegram/bot,bot,bot - Zero-dependencies Telegram Bot library with additional UI components,485,,,
https://github.com/NicoNex/echotron,echotron,echotron - An elegant and concurrent library for Telegram Bots in Go.,347,,,
https://github.com/ewohltman/ephemeral-roles,ephemeral-roles,ephemeral-roles - A Discord bot for managing ephemeral roles based upon voice channel member presence.,88,,,
https://github.com/go-chat-bot/bot,go-chat-bot,"go-chat-bot - IRC, Slack & Telegram bot written in Go.",823,,,
https://github.com/oklahomer/go-sarah,go-sarah,"go-sarah - Framework to build a bot for desired chat services including LINE, Slack, Gitter, and more.",260,,,
https://github.com/mr-linch/go-tg,go-tg,"go-tg - Generated from official docs Go client library for accessing Telegram Bot API, with batteries for building complex bots included.",81,,,
https://github.com/olebedev/go-tgbot,go-tgbot,"go-tgbot - Pure Golang Telegram Bot API wrapper, generated from swagger file, session-based router, and middleware.",120,,,
https://github.com/gempir/go-twitch-irc,go-twitch-irc,go-twitch-irc - Library to write bots for twitch.tv chat,348,,,
https://github.com/saniales/golang-crypto-trading-bot,Golang CryptoTrading Bot,Golang CryptoTrading Bot - A golang implementation of a console-based trading bot for cryptocurrency exchanges.,1k,,,
https://github.com/nikepan/govkbot,govkbot,govkbot - Simple Go VK bot library.,49,,,
https://github.com/sbstjn/hanu,hanu,hanu - Framework for writing Slack bots.,154,,,
https://github.com/stellar/kelp,Kelp,"Kelp - official trading and market-making bot for the Stellar DEX. Works out-of-the-box, written in Golang, compatible with centralized exchanges and custom trading strategies.",1.1k,,,
https://github.com/ezeoleaf/larry,larry,larry - Larry 🐦 is a really simple Twitter bot generator that tweets random repositories from Github built in Go.,160,,,
https://github.com/zhulik/margelet,margelet,margelet - Framework for building Telegram bots.,83,,,
https://github.com/onrik/micha,micha,micha - Go Library for Telegram bot api.,27,,,
https://github.com/olivia-ai/olivia,olivia,olivia - A chatbot built with an artificial neural network.,3.7k,,,
https://github.com/innogames/slack-bot,slack-bot,"slack-bot - Ready to use Slack Bot for lazy developers: Custom commands, Jenkins, Jira, Bitbucket, Github...",169,,,
https://github.com/shomali11/slacker,slacker,slacker - Easy to use framework to create Slack bots.,811,,,
https://github.com/alexandre-normand/slackscot,slackscot,slackscot - Another framework for building Slack bots.,56,,,
https://github.com/yanzay/tbot,tbot,tbot - Telegram bot server with API similar to net/http.,352,,,
https://github.com/tucnak/telebot,telebot,telebot - Telegram bot framework is written in Go.,3.8k,,,
https://github.com/mymmrac/telego,telego,telego - Telegram Bot API library for Golang with full one-to-one API implementation.,457,,,
https://github.com/Syfaro/telegram-bot-api,telegram-bot-api,telegram-bot-api - Simple and clean Telegram bot client.,5.6k,,,
https://github.com/alfiankan/teleterm,teleterm,teleterm - Telegram Bot Exec Terminal Command.,35,,,
https://github.com/kyleterry/tenyks,Tenyks,Tenyks - Service oriented IRC bot using Redis and JSON for messaging.,178,,,
https://github.com/wabarc/wayback,wayback,"wayback - A bot for Telegram, Mastodon, Slack, and other messaging platforms archives webpages.",1.7k,,,
https://github.com/gopinath-langote/1build,1build,1build - Command line tool to frictionlessly manage project-specific commands.,223,,,
https://github.com/cosmtrek/air,air,air - Air - Live reload for Go apps.,16.2k,,,
https://github.com/GuilhermeCaruso/anko,anko,anko - Simple application watcher for multiple programming languages.,36,,,
https://github.com/maxcnunes/gaper,gaper,gaper - Builds and restarts a Go project when it crashes or some watched file changes.,80,,,
https://github.com/kcmvp/gob,gob,gob - Gradle/Maven like build tool for Go projects.,8,,,
https://github.com/goyek/goyek,goyek,goyek - Create build pipelines in Go.,532,,,
https://github.com/magefile/mage,mage,mage - Mage is a make/rake-like build tool using Go.,4k,,,
https://github.com/tj/mmake,mmake,mmake - Modern Make.,1.7k,,,
https://github.com/tockins/realize,realize,"realize - Go build a system with file watchers and live to reload. Run, build and watch file changes with custom paths.",4.5k,,,
https://github.com/go-task/task,Task,"Task - simple ""Make"" alternative.",10.5k,,,
https://github.com/taskctl/taskctl,taskctl,taskctl - Concurrent task runner.,285,,,
https://github.com/joerdav/xc,xc,"xc - Task runner with README.md defined tasks, executable markdown.",1k,,,
https://github.com/guptarohit/asciigraph,asciigraph,asciigraph - Go package to make lightweight ASCII line graph ╭┈╯ in command line apps with no other dependencies.,2.6k,,,
https://github.com/logrusorgru/aurora,aurora,aurora - ANSI terminal colors that support fmt.Printf/Sprintf.,1.4k,,,
https://github.com/Delta456/box-cli-maker,box-cli-maker,box-cli-maker - Make Highly Customized Boxes for your CLI.,509,,,
https://github.com/Evertras/bubble-table,bubble-table,bubble-table - An interactive table component for bubbletea.,414,,,
https://github.com/charmbracelet/bubbles,bubbles,bubbles - TUI components for bubbletea.,5k,,,
https://github.com/charmbracelet/bubbletea,bubbletea,"bubbletea - Go framework to build terminal apps, based on The Elm Architecture.",25.3k,,,
https://github.com/mingrammer/cfmt,cfmt,cfmt - Contextual fmt inspired by bootstrap color classes.,102,,,
https://github.com/i582/cfmt,cfmt,cfmt - Simple and convenient formatted stylized output fully compatible with fmt library.,65,,,
https://github.com/ttacon/chalk,chalk,chalk - Intuitive package for prettifying terminal/console output.,444,,,
https://github.com/TreyBastian/colourize,colourize,colourize - Go library for ANSI colour text in terminals.,26,,,
https://github.com/alfiankan/crab-config-files-templating,crab-config-files-templating,crab-config-files-templating - Dynamic configuration file templating tool for kubernetes manifest or general configuration files.,7,,,
https://github.com/wzshiming/ctc,ctc,ctc - The non-invasive cross-platform terminal color library does not need to modify the Print method.,46,,,
https://github.com/workanator/go-ataman,go-ataman,go-ataman - Go library for rendering ANSI colored text templates in terminals.,16,,,
https://github.com/mattn/go-colorable,go-colorable,go-colorable - Colorable writer for windows.,746,,,
https://github.com/daviddengcn/go-colortext,go-colortext,go-colortext - Go library for color output in terminals.,214,,,
https://github.com/mattn/go-isatty,go-isatty,go-isatty - isatty for golang.,809,,,
https://github.com/abusomani/go-palette,go-palette,go-palette - Go library that provides elegant and convenient style definitions using ANSI colors. Fully compatible & wraps the fmt library for nice terminal layouts.,15,,,
https://github.com/c-bata/go-prompt,go-prompt,"go-prompt - Library for building a powerful interactive prompt, inspired by python-prompt-toolkit.",5.2k,,,
https://github.com/jonathanslenders/python-prompt-toolkit,python-prompt-toolkit,"go-prompt - Library for building a powerful interactive prompt, inspired by python-prompt-toolkit.",9.1k,,,
https://github.com/jroimartin/gocui,gocui,gocui - Minimalist Go library aimed at creating Console User Interfaces.,9.7k,,,
https://github.com/labstack/gommon/tree/master/color,gommon/color,gommon/color - Style terminal text.,530,,,
https://github.com/gookit/color,gookit/color,"gookit/color - Terminal color rendering tool library, support 16 colors, 256 colors, RGB color rendering output, compatible with Windows.",1.5k,,,
https://github.com/charmbracelet/lipgloss,lipgloss,"lipgloss - Declaratively define styles for color, format and layout in the terminal.",7.6k,,,
https://github.com/cyucelen/marker,marker,marker - Easiest way to match and mark strings for colorful terminal outputs.,46,,,
https://github.com/vbauerster/mpb,mpb,mpb - Multi progress bar for terminal applications.,2.3k,,,
https://github.com/schollz/progressbar,progressbar,progressbar - Basic thread-safe progress bar that works in every OS.,3.9k,,,
https://github.com/pterm/pterm,pterm,pterm - A library to beautify console output on every platform with many combinable components.,4.7k,,,
https://github.com/alexeyco/simpletable,simpletable,simpletable - Simple tables in a terminal with Go.,518,,,
https://github.com/briandowns/spinner,spinner,spinner - Go package to easily provide a terminal spinner with options.,2.3k,,,
https://github.com/cheynewallace/tabby,tabby,tabby - A tiny library for super simple Golang tables.,351,,,
https://github.com/tomlazar/table,table,table - Small library for terminal color based tables.,50,,,
https://github.com/InVisionApp/tabular,tabular,tabular - Print ASCII tables from command line utilities without the need to pass large sets of data to the API.,76,,,
https://github.com/nsf/termbox-go,termbox-go,termbox-go - Termbox is a library for creating cross-platform text-based interfaces.,4.7k,,,
https://github.com/mum4k/termdash,termdash,termdash - Go terminal dashboard based on termbox-go and inspired by termui.,2.6k,,,
https://github.com/gizak/termui,termui,termdash - Go terminal dashboard based on termbox-go and inspired by termui.,13k,,,
https://github.com/muesli/termenv,termenv,termenv - Advanced ANSI style & color support for your terminal applications.,1.7k,,,
https://github.com/gizak/termui,termui,termui - Go terminal dashboard based on termbox-go and inspired by blessed-contrib.,13k,,,
https://github.com/yaronn/blessed-contrib,blessed-contrib,termui - Go terminal dashboard based on termbox-go and inspired by blessed-contrib.,15.4k,,,
https://github.com/gosuri/uilive,uilive,uilive - Library for updating terminal output in real time.,1.7k,,,
https://github.com/gosuri/uiprogress,uiprogress,uiprogress - Flexible library to render progress bars in terminal applications.,2.1k,,,
https://github.com/gosuri/uitable,uitable,uitable - Library to improve readability in terminal apps using tabular data.,733,,,
https://github.com/theckman/yacspin,yacspin,"yacspin - Yet Another CLi Spinner package, for working with terminal spinners.",433,,,
https://github.com/cristalhq/acmd,acmd,"acmd - Simple, useful, and opinionated CLI package in Go.",113,,,
https://github.com/akamensky/argparse,argparse,argparse - Command line argument parser inspired by Python's argparse module.,593,,,
https://github.com/cosiner/argv,argv,argv - Go library to split command line string as arguments array using the bash syntax.,41,,,
https://github.com/rsteube/carapace,carapace,carapace - Command argument completion generator for spf13/cobra.,285,,,
https://github.com/rsteube/carapace-bin,carapace-bin,carapace-bin - Multi-shell multi-command argument completer.,764,,,
https://github.com/rsteube/carapace-spec,carapace-spec,carapace-spec - Define simple completions using a spec file.,15,,,
https://github.com/mkideal/cli,cli,cli - Feature-rich and easy to use command-line package based on golang struct tags.,723,,,
https://github.com/teris-io/cli,cli,cli - Simple and complete API for building command line interfaces in Go.,129,,,
https://github.com/tucnak/climax,climax,"climax - Alternative CLI with ""human face"", in spirit of Go command.",216,,,
https://github.com/leaanthony/clir,clîr,clîr - A Simple and Clear CLI library. Dependency free.,171,,,
https://github.com/posener/cmd,cmd,cmd - Extends the standard flag package to support sub commands and more in idiomatic way.,41,,,
https://github.com/hedzr/cmdr,cmdr,"cmdr - A POSIX/GNU style, getopt-like command-line UI Go library.",133,,,
https://github.com/spf13/cobra,cobra,cobra - Commander for modern Go CLI interactions.,36.7k,,,
https://github.com/rainu/go-command-chain,command-chain,command-chain - A go library for configure and run command chains - such as pipelining in unix shells.,58,,,
https://github.com/jaffee/commandeer,commandeer,"commandeer - Dev-friendly CLI apps: sets up flags, defaults, and usage based on struct fields and tags.",172,,,
https://github.com/posener/complete,complete,complete - Write bash completions in Go + Go command bash completion.,924,,,
https://github.com/dnote/dnote,Dnote,Dnote - A simple command line notebook with multi-device sync.,2.7k,,,
https://github.com/elves/elvish,elvish,elvish - An expressive programming language and a versatile interactive shell.,5.5k,,,
https://github.com/codingconcepts/env,env,env - Tag-based environment configuration for structs.,111,,,
https://github.com/cosiner/flag,flag,flag - Simple but powerful command line option parsing library for Go supporting subcommand.,131,,,
https://github.com/integrii/flaggy,flaggy,flaggy - A robust and idiomatic flags package with excellent subcommand support.,854,,,
https://github.com/sgreben/flagvar,flagvar,flagvar - A collection of flag argument types for Go's standard flag package.,43,,,
https://github.com/grijul/go-andotp,go-andotp,go-andotp - A CLI program to encrypt/decrypt andOTP files. Can be used as a library as well.,29,,,
https://github.com/andOTP/andOTP,andOTP,go-andotp - A CLI program to encrypt/decrypt andOTP files. Can be used as a library as well.,3.8k,,,
https://github.com/alexflint/go-arg,go-arg,go-arg - Struct-based argument parsing in Go.,1.9k,,,
https://github.com/yitsushi/go-commander,go-commander,go-commander - Go library to simplify CLI workflow.,35,,,
https://github.com/jessevdk/go-flags,go-flags,go-flags - go command line option parser.,2.5k,,,
https://github.com/DavidGamba/go-getoptions,go-getoptions,go-getoptions - Go option parser inspired by the flexibility of Perl’s GetOpt::Long.,56,,,
https://github.com/devfacet/gocmd,gocmd,gocmd - Go library for building command line applications.,65,,,
https://github.com/hidevopsio/hiboot/tree/master/pkg/app/cli,hiboot cli,hiboot cli - cli application framework with auto configuration and dependency injection.,181,,,
https://github.com/liujianping/job,job,"job - JOB, make your short-term command as a long-term job.",143,,,
https://github.com/alecthomas/kingpin,kingpin,kingpin - Command line and flag parser supporting sub commands (superseded by kong, see below).,3.5k,,
https://github.com/peterh/liner,liner,liner - Go readline-like library for command-line interfaces.,1k,,,
https://github.com/jxskiss/mcli,mcli,mcli - A minimal but very powerful cli library for Go.,26,,,
https://github.com/mitchellh/cli,mitchellh/cli,mitchellh/cli - Go library for implementing command-line interfaces.,1.7k,,,
https://github.com/jawher/mow.cli,mow.cli,mow.cli - Go library for building CLI applications with sophisticated flag and argument parsing and validation.,870,,,
https://github.com/nanovms/ops,ops,ops - Unikernel Builder/Orchestrator.,1.2k,,,
https://github.com/spf13/pflag,pflag,"pflag - Drop-in replacement for Go's flag package, implementing POSIX/GNU-style --flags.",2.3k,,,
https://github.com/reeflective/readline,readline,readline Shell library with modern and easy to use UI features.,77,,,
https://github.com/Zaba505/sand,sand,sand - Simple API for creating interpreters and so much more.,25,,,
https://github.com/octago/sflags,sflags,"sflags - Struct based flags generator for flag, urfave/cli, pflag, cobra, kingpin, and other libraries.",150,,,
https://github.com/antham/strumt,strumt,strumt - Library to create prompt chain.,58,,,
https://github.com/bobg/subcmd,subcmd,subcmd - Another approach to parsing and running subcommands. Works alongside the standard flag package.,8,,,
https://github.com/go-survey/survey,survey,survey - Build interactive and accessible prompts with full support for windows and posix terminals.,4.1k,,,
https://github.com/liujianping/ts,ts,ts - Timestamp convert & compare tool.,20,,,
https://github.com/ukautz/clif,ukautz/clif,ukautz/clif - Small command line interface framework.,128,,,
https://github.com/urfave/cli,urfave/cli,"urfave/cli - Simple, fast, and fun package for building command line apps in Go (formerly codegangsta/cli).",21.9k,,,
https://github.com/mszostok/version,version,version - Collects and displays CLI version information in multiple formats along with upgrade notice.,92,,,
https://github.com/dixonwille/wlog,wlog,wlog - Simple logging interface that supports cross-platform color and concurrency.,64,,,
https://github.com/dixonwille/wmenu,wmenu,wmenu - Easy to use menu structure for cli applications that prompt users to make choices.,214,,,
https://github.com/cristalhq/aconfig,aconfig,"aconfig - Simple, useful and opinionated config loader.",528,,,
https://github.com/wkhere/bcl,bcl,bcl - BCL is a configuration language similar to HCL.,16,,,
https://github.com/ilyakaznacheev/cleanenv,cleanenv,"cleanenv - Minimalistic configuration reader (from files, ENV, and wherever you want).",1.5k,,,
https://github.com/JeremyLoy/config,config,config - Cloud native application configuration. Bind ENV to structs in only two lines.,335,,,
https://github.com/num30/config,config,"config - configure your app using file, environment variables, or flags in two lines of code",48,,,
https://github.com/olebedev/config,config,config - JSON or YAML configuration wrapper with environment variables and flags parsing.,268,,,
https://github.com/BoRuDar/configuration,configuration,"configuration - Library for initializing configuration structs from env variables, files, flags and 'default' tag.",109,,,
https://github.com/paked/configure,configure,"configure - Provides configuration through multiple sources, including JSON, flags and environment variables.",56,,,
https://github.com/sherifabdlnaby/configuro,configuro,configuro - opinionated configuration loading & validation framework from ENV and Files focused towards 12-Factor compliant applications.,92,,,
https://github.com/greencoda/confiq,confiq,confiq - Structured data format to config struct decoder library for Go - supporting multiple data formats,34,,,
https://github.com/heetch/confita,confita,confita - Load configuration in cascade from multiple backends into a struct.,492,,,
https://github.com/the4thamigo-uk/conflate,conflate,"conflate - Library/tool to merge multiple JSON/YAML/TOML files from arbitrary URLs, validation against a JSON schema, and application of default values defined in the schema.",32,,,
https://github.com/caarlos0/env,env,env - Parse environment variables to Go structs (with defaults).,4.6k,,,
https://github.com/junk1tm/env,env,env - A lightweight package for loading environment variables into structs.,57,,,
https://github.com/tomazk/envcfg,envcfg,envcfg - Un-marshaling environment variables to Go structs.,103,,,
https://github.com/ian-kent/envconf,envconf,envconf - Configuration from environment.,11,,,
https://github.com/vrischmann/envconfig,envconfig,envconfig - Read your configuration from environment variables.,238,,,
https://github.com/antham/envh,envh,envh - Helpers to manage environment variables.,99,,,
https://github.com/kkyr/fig,fig,fig - Tiny library for reading configuration from a file and from environment variables (with validation & defaults).,366,,,
https://github.com/sakirsensoy/genv,genv,genv - Read environment variables easily with dotenv support.,36,,,
https://github.com/deatil/go-array,go-array,"go-array - A Go package that read or set data from map, slice or json.",16,,,
https://github.com/PaddleHQ/go-aws-ssm,go-aws-ssm,go-aws-ssm - Go package that fetches parameters from AWS System Manager - Parameter Store.,56,,,
https://github.com/dsbasko/go-cfg,go-cfg,"go-cfg - The library provides a unified way to read configuration data into a structure from various sources, such as env, flags, and configuration files (.json, .yaml, .toml, .env).",37,,,
https://github.com/ThomasObenaus/go-conf,go-conf,"go-conf - Simple library for application configuration based on annotated structs. It supports reading the configuration from environment variables, config files and command line parameters.",10,,,
https://github.com/subpop/go-ini,go-ini,go-ini - A Go package that marshals and unmarshals INI-files.,14,,,
https://github.com/ianlopshire/go-ssm-config,go-ssm-config,go-ssm-config - Go utility for loading configuration parameters from AWS SSM (Parameter Store).,19,,,
https://github.com/ufoscout/go-up,go-up,go-up - A simple configuration library with recursive placeholders resolution and no magic.,43,,,
https://github.com/Jagerente/gocfg,GoCfg,"GoCfg - Config manager with Struct Tags based contracts, custom value providers, parsers, and documentation generation. Customizable yet simple.",3,,,
https://github.com/crgimenes/goConfig,goConfig,"goConfig - Parses a struct as input and populates the fields of this struct with parameters from command line, environment variables and configuration file.",3,,,
https://github.com/joho/godotenv,godotenv,godotenv - Go port of Ruby's dotenv library (Loads environment variables from .env).,7.8k,,,
https://github.com/ian-kent/gofigure,gofigure,gofigure - Go application configuration made easy.,67,,,
https://github.com/golobby/config,GoLobby/Config,GoLobby/Config - GoLobby Config is a lightweight yet powerful configuration manager for the Go programming language.,360,,,
https://github.com/One-com/gone/tree/master/jconf,gone/jconf,gone/jconf - Modular JSON configuration. Keep your config structs along with the code they configure and delegate parsing to submodules without sacrificing full config serialization.,48,,,
https://github.com/milad-abbasi/gonfig,gonfig,gonfig - Tag-based configuration parser which loads values from different providers into typesafe struct.,8,,,
https://github.com/gookit/config,gookit/config,"gookit/config - application config manage(load,get,set). support JSON, YAML, TOML, INI, HCL. multi file load, data override merge.",527,,,
https://github.com/beatlabs/harvester,harvester,"harvester - Harvester, an easy to use static and dynamic configuration package supporting seeding, env vars and Consul integration.",130,,,
https://github.com/hjson/hjson-go,hjson,"hjson - Human JSON, a configuration file format for humans. Relaxed syntax, fewer mistakes, more comments.",324,,,
https://github.com/gurkankaymak/hocon,hocon,"hocon - Configuration library for working with the HOCON(a human-friendly JSON superset) format, supports features like environment variables, referencing other values, comments and multiple files.",74,,,
https://github.com/schachmat/ingo,ingo,ingo - Flags persisted in an ini-like config file.,37,,,
https://github.com/go-ini/ini,ini,ini - Go package to read and write INI files.,3.4k,,,
https://github.com/wlevene/ini,ini,"ini - INI Parser & Write Library, Unmarshal to Struct, Marshal to Json, Write File, watch file.",15,,,
https://github.com/joshbetz/config,joshbetz/config,"joshbetz/config - Small configuration library for Go that parses environment variables, JSON files, and reloads automatically on SIGHUP.",216,,,
https://github.com/kelseyhightower/envconfig,kelseyhightower/envconfig,kelseyhightower/envconfig - Go library for managing configuration data from environment variables.,4.9k,,,
https://github.com/knadh/koanf,koanf,"koanf - Light weight, extensible library for reading config in Go applications. Built in support for JSON, TOML, YAML, env, command line.",2.5k,,,
https://github.com/nil-go/konf,konf,"konf - The simplest API for reading/watching config from file, env, flag and clouds (e.g. AWS, Azure, GCP).",206,,,
https://github.com/lalamove/konfig,konfig,"konfig - Composable, observable and performant config handling for Go for the distributed processing era.",649,,,
https://github.com/alecthomas/kong,kong,"kong - Command-line parser with support for arbitrarily complex command-line structures and additional sources of configuration such as YAML, JSON, TOML, etc (successor to kingpin).",2k,,,
https://github.com/sasbury/mini,mini,mini - Golang package for parsing ini-style configuration files.,35,,,
https://github.com/nasermirzaei89/env,nasermirzaei89/env,nasermirzaei89/env - Simple useful package for read environment variables.,18,,,
https://github.com/muir/nfigure,nfigure,"nfigure - Per-library struct-tag based configuration from command lines (Posix & Go-style); environment, JSON, YAML",7,,,
https://github.com/goraz/onion,onion,"onion - Layer based configuration for Go, Supports JSON, TOML, YAML, properties, etcd, env, and encryption using PGP.",116,,,
https://github.com/Yiling-J/piper,piper,piper - Viper wrapper with config inheritance and key generation.,7,,,
https://github.com/tucnak/store,store,store - Lightweight configuration manager for Go.,276,,,
https://github.com/oblq/swap,swap,"swap - Instantiate/configure structs recursively, based on build environment. (YAML, TOML, JSON and env).",8,,,
https://github.com/diegomarangoni/typenv,typenv,"typenv - Minimalistic, zero dependency, typed environment variables library.",9,,,
https://github.com/omeid/uconfig,uConfig,"uConfig - Lightweight, zero-dependency, and extendable configuration management.",70,,,
https://github.com/spf13/viper,viper,viper - Go configuration with fangs.,26.2k,,,
https://github.com/adrg/xdg,xdg,xdg - Go implementation of the XDG Base Directory Specification and XDG user directories.,613,,,
https://github.com/OpenPeeDeeP/xdg,xdg,xdg - Cross platform package that follows the XDG Standard.,80,,,
https://github.com/ovh/cds,CDS,CDS - Enterprise-Grade CI/CD and DevOps Automation Open Source Platform.,4.5k,,,
https://github.com/opnlabs/dot,dot,"dot - A minimal, local first continuous integration system that uses Docker to run jobs concurrently in stages.",14,,,
https://github.com/drone/drone,drone,"drone - Drone is a Continuous Integration platform built on Docker, written in Go.",31.8k,,,
https://github.com/gha-common/go-beautiful-html-coverage,go-beautiful-html-coverage,"go-beautiful-html-coverage - A GitHub Action to track code coverage in your pull requests, with a beautiful HTML preview, for free.",4,,,
